"country","department","municipality","COD","scale","year","bronchial_emphysema","acute_resp","bronchitis","chagas","conduct_cardiac","pharyngitis","cerebral_infarction","laryngitis","cutaneous_leishmaniasis","pneumonia","rickettsia","tonsillitis","tracheitis","malaria_p_falciparum","malaria_p_vivax"
"Peru","AMAZONAS","BAGUA","PE010201","municipality",2002,0,2,550,0,2,478,0,17,1,38,0,443,62,2,5
"Peru","AMAZONAS","BAGUA","PE010201","municipality",2003,0,5,396,0,0,486,0,8,5,78,1,499,62,1,19
"Peru","AMAZONAS","BAGUA","PE010201","municipality",2004,1,45,510,1,1,548,0,11,2,62,0,656,97,0,58
"Peru","AMAZONAS","BAGUA","PE010201","municipality",2005,0,23,530,1,4,759,0,65,2,38,0,906,110,0,12
"Peru","AMAZONAS","BAGUA","PE010201","municipality",2006,0,40,575,0,1,848,0,197,3,37,0,1136,21,0,1
"Peru","AMAZONAS","BAGUA","PE010201","municipality",2007,0,2,714,0,2,1598,1,133,2,50,2,1306,20,0,5
"Peru","AMAZONAS","BAGUA","PE010201","municipality",2008,0,12,598,0,10,2064,0,145,5,69,0,1496,26,0,6
"Peru","AMAZONAS","BAGUA","PE010201","municipality",2009,0,42,699,0,13,2551,0,98,1,84,0,1718,19,0,2
"Peru","AMAZONAS","BAGUA","PE010201","municipality",2010,1,14,558,0,5,2309,0,49,3,107,2,1500,41,0,1
"Peru","AMAZONAS","BAGUA","PE010201","municipality",2011,0,63,328,0,2,1874,0,36,7,64,0,1455,16,0,0
"Peru","AMAZONAS","BAGUA","PE010201","municipality",2012,0,101,324,0,6,1584,0,6,3,62,1,1588,1,0,0
"Peru","AMAZONAS","BAGUA","PE010201","municipality",2013,0,109,253,0,9,1580,0,2,0,86,0,974,6,0,1
"Peru","AMAZONAS","BAGUA","PE010201","municipality",2014,0,21,151,0,5,962,0,1,1,30,0,622,2,0,0
"Peru","AMAZONAS","BAGUA","PE010201","municipality",2015,1,10,137,0,7,893,0,21,5,23,0,499,2,0,0
"Peru","AMAZONAS","BAGUA","PE010201","municipality",2016,0,50,125,0,13,1189,0,17,4,36,0,546,4,0,1
"Peru","AMAZONAS","BAGUA","PE010201","municipality",2017,1,72,151,0,29,1491,0,17,2,44,0,664,4,0,0
"Peru","AMAZONAS","BAGUA","PE010201","municipality",2018,0,50,148,0,16,1477,0,102,1,44,1,731,1,0,1
"Peru","AMAZONAS","BAGUA","PE010201","municipality",2019,1,37,206,0,17,1796,0,53,2,60,0,1324,2,0,1
"Peru","AMAZONAS","BAGUA GRANDE","PE010701","municipality",2000,0,0,0,0,0,0,0,0,6,0,0,0,0,10,54
"Peru","AMAZONAS","BAGUA GRANDE","PE010701","municipality",2001,0,0,0,0,0,0,0,0,2,0,0,0,0,0,19
"Peru","AMAZONAS","BAGUA GRANDE","PE010701","municipality",2002,0,14,1998,0,1,1574,0,15,14,340,0,1534,1,0,42
"Peru","AMAZONAS","BAGUA GRANDE","PE010701","municipality",2003,3,79,2425,0,2,2054,0,16,21,258,0,1584,95,1,20
"Peru","AMAZONAS","BAGUA GRANDE","PE010701","municipality",2004,1,47,2704,1,0,2401,0,56,4,147,0,2177,11,1,7
"Peru","AMAZONAS","BAGUA GRANDE","PE010701","municipality",2005,2,3,2584,0,0,2403,0,8,8,105,0,1831,1,1,15
"Peru","AMAZONAS","BAGUA GRANDE","PE010701","municipality",2006,0,23,1716,0,3,2393,0,33,12,63,0,1498,5,0,1
"Peru","AMAZONAS","BAGUA GRANDE","PE010701","municipality",2007,1,1,2627,0,0,4335,0,17,21,59,1,4088,5,0,13
"Peru","AMAZONAS","BAGUA GRANDE","PE010701","municipality",2008,2,9,2175,0,3,3953,1,14,8,45,0,3781,3,0,3
"Peru","AMAZONAS","BAGUA GRANDE","PE010701","municipality",2009,1,3,1685,0,0,4103,0,6,4,36,0,3337,0,0,2
"Peru","AMAZONAS","BAGUA GRANDE","PE010701","municipality",2010,3,20,1207,1,3,3660,0,2,4,30,1,3028,10,0,1
"Peru","AMAZONAS","BAGUA GRANDE","PE010701","municipality",2011,0,75,923,0,5,4087,0,4,17,44,0,3123,31,0,1
"Peru","AMAZONAS","BAGUA GRANDE","PE010701","municipality",2012,1,82,835,0,1,5002,0,3,12,17,0,4132,15,0,0
"Peru","AMAZONAS","BAGUA GRANDE","PE010701","municipality",2013,0,34,522,0,2,5691,0,2,3,29,3,3052,9,0,0
"Peru","AMAZONAS","BAGUA GRANDE","PE010701","municipality",2014,0,200,244,0,11,3303,0,10,11,16,1,1558,1,0,0
"Peru","AMAZONAS","BAGUA GRANDE","PE010701","municipality",2015,0,108,300,1,13,3024,0,5,4,12,0,1378,1,0,0
"Peru","AMAZONAS","BAGUA GRANDE","PE010701","municipality",2016,0,89,231,0,5,2657,0,3,2,23,1,1420,2,0,0
"Peru","AMAZONAS","BAGUA GRANDE","PE010701","municipality",2017,1,13,208,1,4,2384,0,9,5,12,2,1708,0,0,0
"Peru","AMAZONAS","BAGUA GRANDE","PE010701","municipality",2018,0,47,140,1,8,2475,0,17,1,13,0,2332,0,0,0
"Peru","AMAZONAS","BAGUA GRANDE","PE010701","municipality",2019,0,69,178,1,20,2405,0,17,3,50,0,2477,0,0,1
"Peru","AMAZONAS","BALSAS","PE010103","municipality",2000,0,0,0,0,0,0,0,0,1,0,0,0,0,4,54
"Peru","AMAZONAS","BALSAS","PE010103","municipality",2001,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18
"Peru","AMAZONAS","BALSAS","PE010103","municipality",2002,1,2,161,0,1,165,0,1,1,13,0,238,2,0,51
"Peru","AMAZONAS","BALSAS","PE010103","municipality",2003,0,0,145,0,1,183,0,0,3,14,0,215,1,1,114
"Peru","AMAZONAS","BALSAS","PE010103","municipality",2004,0,3,84,0,0,204,0,23,0,4,0,337,0,0,39
"Peru","AMAZONAS","BALSAS","PE010103","municipality",2005,0,0,232,0,0,115,0,4,1,6,0,456,0,0,31
"Peru","AMAZONAS","BALSAS","PE010103","municipality",2006,0,0,181,0,0,291,0,1,0,6,0,216,0,0,16
"Peru","AMAZONAS","BALSAS","PE010103","municipality",2007,0,0,89,0,0,178,0,0,0,2,0,394,0,0,11
"Peru","AMAZONAS","BALSAS","PE010103","municipality",2008,0,0,79,0,0,147,0,0,0,2,0,489,0,0,5
"Peru","AMAZONAS","BALSAS","PE010103","municipality",2009,0,1,42,0,2,98,0,2,1,2,0,219,0,0,2
"Peru","AMAZONAS","BALSAS","PE010103","municipality",2010,0,0,53,0,1,109,0,3,6,4,0,234,0,0,0
"Peru","AMAZONAS","BALSAS","PE010103","municipality",2011,0,1,38,0,2,78,0,5,1,3,0,116,0,0,0
"Peru","AMAZONAS","BALSAS","PE010103","municipality",2012,0,5,59,0,0,38,0,0,1,0,0,212,0,0,0
"Peru","AMAZONAS","BALSAS","PE010103","municipality",2013,0,1,71,0,0,48,0,1,0,6,0,296,0,0,0
"Peru","AMAZONAS","BALSAS","PE010103","municipality",2014,0,0,54,0,0,181,0,1,2,0,0,141,0,0,0
"Peru","AMAZONAS","BALSAS","PE010103","municipality",2015,0,0,21,0,0,171,0,0,0,0,0,57,0,0,0
"Peru","AMAZONAS","BALSAS","PE010103","municipality",2016,0,1,32,0,0,55,0,0,2,2,0,16,0,0,0
"Peru","AMAZONAS","BALSAS","PE010103","municipality",2017,0,0,34,0,0,103,0,3,1,0,0,12,0,0,0
"Peru","AMAZONAS","BALSAS","PE010103","municipality",2018,0,0,30,0,0,186,0,3,4,1,0,233,0,0,0
"Peru","AMAZONAS","BALSAS","PE010103","municipality",2019,0,2,48,0,0,192,0,0,2,4,0,108,0,0,0
"Peru","AMAZONAS","CAJARURO","PE010702","municipality",2000,0,0,0,0,0,0,0,0,2,0,0,0,0,24,119
"Peru","AMAZONAS","CAJARURO","PE010702","municipality",2001,0,0,0,1,0,0,0,0,5,0,0,0,0,3,86
"Peru","AMAZONAS","CAJARURO","PE010702","municipality",2002,0,6,2219,8,1,1630,0,51,4,100,0,2091,95,1,19
"Peru","AMAZONAS","CAJARURO","PE010702","municipality",2003,0,19,2601,9,2,1814,0,86,15,143,0,3030,51,0,6
"Peru","AMAZONAS","CAJARURO","PE010702","municipality",2004,1,60,2226,1,0,2057,0,59,19,65,0,2263,47,0,6
"Peru","AMAZONAS","CAJARURO","PE010702","municipality",2005,0,39,2079,1,1,2951,0,28,5,66,1,2749,50,1,7
"Peru","AMAZONAS","CAJARURO","PE010702","municipality",2006,0,27,1585,0,0,2794,0,7,15,36,1,2712,2,0,0
"Peru","AMAZONAS","CAJARURO","PE010702","municipality",2007,4,24,2122,0,1,3543,0,3,22,26,3,3595,1,0,1
"Peru","AMAZONAS","CAJARURO","PE010702","municipality",2008,0,8,1899,0,2,4083,1,13,6,19,0,4213,0,0,2
"Peru","AMAZONAS","CAJARURO","PE010702","municipality",2009,0,10,1666,0,0,3748,0,21,1,15,4,5205,0,0,0
"Peru","AMAZONAS","CAJARURO","PE010702","municipality",2010,0,21,1352,0,0,3102,0,7,9,25,2,3641,12,0,0
"Peru","AMAZONAS","CAJARURO","PE010702","municipality",2011,0,8,799,0,0,2743,0,4,27,10,1,2673,10,0,0
"Peru","AMAZONAS","CAJARURO","PE010702","municipality",2012,1,16,542,0,2,3010,0,1,20,3,0,2673,2,0,0
"Peru","AMAZONAS","CAJARURO","PE010702","municipality",2013,0,9,679,0,0,3481,0,3,8,36,3,2864,0,0,0
"Peru","AMAZONAS","CAJARURO","PE010702","municipality",2014,0,1,239,0,0,3187,0,1,13,7,0,2635,1,0,0
"Peru","AMAZONAS","CAJARURO","PE010702","municipality",2015,0,11,208,0,2,3200,0,3,17,10,0,1912,2,0,0
"Peru","AMAZONAS","CAJARURO","PE010702","municipality",2016,0,28,181,2,2,2926,0,0,7,11,0,1912,14,0,3
"Peru","AMAZONAS","CAJARURO","PE010702","municipality",2017,0,16,147,0,6,2714,0,7,9,5,0,1085,8,0,0
"Peru","AMAZONAS","CAJARURO","PE010702","municipality",2018,0,22,184,0,29,2735,0,25,9,6,0,1452,1,0,0
"Peru","AMAZONAS","CAJARURO","PE010702","municipality",2019,0,22,278,0,11,2211,0,24,6,20,0,2382,0,0,1
"Peru","AMAZONAS","CAMPORREDONDO","PE010502","municipality",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Peru","AMAZONAS","CAMPORREDONDO","PE010502","municipality",2002,0,0,343,0,0,137,0,0,2,8,1,334,2,0,0
"Peru","AMAZONAS","CAMPORREDONDO","PE010502","municipality",2003,0,0,285,0,0,196,0,0,0,16,0,255,0,0,0
"Peru","AMAZONAS","CAMPORREDONDO","PE010502","municipality",2004,0,6,132,0,1,225,0,3,1,8,0,132,0,0,0
"Peru","AMAZONAS","CAMPORREDONDO","PE010502","municipality",2005,0,0,320,0,0,530,1,3,1,11,0,375,2,0,0
"Peru","AMAZONAS","CAMPORREDONDO","PE010502","municipality",2006,0,0,319,0,0,187,0,1,0,19,0,482,0,0,0
"Peru","AMAZONAS","CAMPORREDONDO","PE010502","municipality",2007,0,4,236,0,3,167,0,3,0,17,0,277,2,0,0
"Peru","AMAZONAS","CAMPORREDONDO","PE010502","municipality",2008,0,5,207,0,2,239,0,0,1,14,0,517,0,0,0
"Peru","AMAZONAS","CAMPORREDONDO","PE010502","municipality",2009,0,1,176,0,3,263,1,0,0,13,0,560,1,0,0
"Peru","AMAZONAS","CAMPORREDONDO","PE010502","municipality",2010,0,0,141,0,0,331,0,0,1,12,0,434,0,0,0
"Peru","AMAZONAS","CAMPORREDONDO","PE010502","municipality",2011,0,4,100,0,0,330,0,0,0,4,0,267,0,0,0
"Peru","AMAZONAS","CAMPORREDONDO","PE010502","municipality",2012,0,0,32,0,0,129,0,0,0,0,0,158,0,0,0
"Peru","AMAZONAS","CAMPORREDONDO","PE010502","municipality",2013,0,0,25,0,1,317,0,3,1,5,0,148,0,0,0
"Peru","AMAZONAS","CAMPORREDONDO","PE010502","municipality",2014,0,2,48,0,0,634,0,6,0,11,1,323,0,0,0
"Peru","AMAZONAS","CAMPORREDONDO","PE010502","municipality",2015,0,12,179,0,0,629,0,0,1,13,2,267,0,0,0
"Peru","AMAZONAS","CAMPORREDONDO","PE010502","municipality",2016,0,4,160,0,4,739,0,0,0,4,0,310,0,0,0
"Peru","AMAZONAS","CAMPORREDONDO","PE010502","municipality",2017,0,20,197,0,5,594,0,0,2,9,0,331,0,0,0
"Peru","AMAZONAS","CAMPORREDONDO","PE010502","municipality",2018,0,15,222,0,1,627,0,1,2,14,0,247,0,0,0
"Peru","AMAZONAS","CAMPORREDONDO","PE010502","municipality",2019,0,4,191,0,0,751,0,8,0,8,0,319,0,0,0
"Peru","AMAZONAS","CHACHAPOYAS","PE010101","municipality",2000,0,0,0,0,0,0,0,0,9,0,0,0,0,2,11
"Peru","AMAZONAS","CHACHAPOYAS","PE010101","municipality",2001,0,0,0,0,0,0,0,0,26,0,0,0,0,0,2
"Peru","AMAZONAS","CHACHAPOYAS","PE010101","municipality",2002,0,9,401,0,6,571,1,1,4,106,0,253,20,0,1
"Peru","AMAZONAS","CHACHAPOYAS","PE010101","municipality",2003,0,43,363,0,9,623,0,1,21,78,0,370,51,2,21
"Peru","AMAZONAS","CHACHAPOYAS","PE010101","municipality",2004,0,67,307,0,11,687,0,5,22,62,0,446,24,0,3
"Peru","AMAZONAS","CHACHAPOYAS","PE010101","municipality",2005,0,92,325,0,6,757,0,1,11,67,0,875,15,0,4
"Peru","AMAZONAS","CHACHAPOYAS","PE010101","municipality",2006,0,161,318,0,11,827,0,26,4,85,1,883,17,1,0
"Peru","AMAZONAS","CHACHAPOYAS","PE010101","municipality",2007,1,153,369,0,15,743,0,12,9,33,1,946,36,0,1
"Peru","AMAZONAS","CHACHAPOYAS","PE010101","municipality",2008,1,168,554,0,9,740,0,2,14,36,0,1047,21,0,0
"Peru","AMAZONAS","CHACHAPOYAS","PE010101","municipality",2009,1,216,563,0,19,791,0,25,27,42,1,1000,25,0,0
"Peru","AMAZONAS","CHACHAPOYAS","PE010101","municipality",2010,0,126,448,0,17,734,0,17,32,18,1,619,14,0,0
"Peru","AMAZONAS","CHACHAPOYAS","PE010101","municipality",2011,1,213,486,0,19,790,0,17,28,66,1,1055,1,0,0
"Peru","AMAZONAS","CHACHAPOYAS","PE010101","municipality",2012,0,96,292,0,16,864,0,13,23,59,0,1026,5,0,0
"Peru","AMAZONAS","CHACHAPOYAS","PE010101","municipality",2013,0,53,122,0,22,835,0,5,33,15,0,615,4,0,0
"Peru","AMAZONAS","CHACHAPOYAS","PE010101","municipality",2014,0,22,159,0,33,650,0,20,21,22,1,587,14,0,0
"Peru","AMAZONAS","CHACHAPOYAS","PE010101","municipality",2015,0,55,212,0,38,461,0,13,27,32,0,490,32,0,0
"Peru","AMAZONAS","CHACHAPOYAS","PE010101","municipality",2016,0,106,310,0,39,640,0,15,32,35,0,622,34,0,0
"Peru","AMAZONAS","CHACHAPOYAS","PE010101","municipality",2017,0,115,407,0,50,576,0,21,27,32,2,665,3,0,0
"Peru","AMAZONAS","CHACHAPOYAS","PE010101","municipality",2018,0,127,350,0,35,426,0,23,25,55,0,864,44,0,0
"Peru","AMAZONAS","CHACHAPOYAS","PE010101","municipality",2019,1,88,353,0,60,321,0,9,15,42,0,997,39,0,0
"Peru","AMAZONAS","CHETO","PE010104","municipality",2002,0,0,124,0,0,18,0,0,0,2,0,7,0,0,0
"Peru","AMAZONAS","CHETO","PE010104","municipality",2003,0,0,136,0,0,21,0,0,0,2,0,65,0,0,0
"Peru","AMAZONAS","CHETO","PE010104","municipality",2004,1,0,89,0,0,18,0,0,0,2,0,130,0,0,0
"Peru","AMAZONAS","CHETO","PE010104","municipality",2005,0,4,90,0,0,81,0,0,0,0,0,123,0,0,0
"Peru","AMAZONAS","CHETO","PE010104","municipality",2006,0,0,122,0,0,112,0,0,0,3,0,87,0,0,0
"Peru","AMAZONAS","CHETO","PE010104","municipality",2007,0,0,92,0,0,127,0,0,0,0,0,89,0,0,0
"Peru","AMAZONAS","CHETO","PE010104","municipality",2008,0,0,91,0,0,94,0,0,0,0,0,97,0,0,0
"Peru","AMAZONAS","CHETO","PE010104","municipality",2009,0,0,40,0,0,6,0,0,0,2,0,75,0,0,0
"Peru","AMAZONAS","CHETO","PE010104","municipality",2011,0,0,7,0,0,35,0,0,0,1,0,64,0,0,0
"Peru","AMAZONAS","CHETO","PE010104","municipality",2012,0,0,14,0,1,9,0,0,0,1,0,120,0,0,0
"Peru","AMAZONAS","CHETO","PE010104","municipality",2013,0,0,3,0,0,9,0,0,0,0,0,74,0,0,0
"Peru","AMAZONAS","CHETO","PE010104","municipality",2014,0,0,6,0,0,7,0,0,0,0,0,109,0,0,0
"Peru","AMAZONAS","CHETO","PE010104","municipality",2015,0,0,2,0,0,15,0,0,0,0,0,160,0,0,0
"Peru","AMAZONAS","CHETO","PE010104","municipality",2016,0,0,0,0,0,5,0,0,0,1,0,13,0,0,0
"Peru","AMAZONAS","CHETO","PE010104","municipality",2017,0,0,3,0,0,25,0,0,0,0,0,110,0,0,0
"Peru","AMAZONAS","CHETO","PE010104","municipality",2018,0,0,2,0,0,1,0,0,1,1,0,29,0,0,0
"Peru","AMAZONAS","CHETO","PE010104","municipality",2019,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0
"Peru","AMAZONAS","CHILIQUIN","PE010105","municipality",2000,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"Peru","AMAZONAS","CHILIQUIN","PE010105","municipality",2001,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"Peru","AMAZONAS","CHILIQUIN","PE010105","municipality",2002,0,3,102,0,0,82,0,1,2,16,0,73,0,0,0
"Peru","AMAZONAS","CHILIQUIN","PE010105","municipality",2003,0,0,142,0,0,129,0,0,13,10,0,74,0,0,0
"Peru","AMAZONAS","CHILIQUIN","PE010105","municipality",2004,0,0,99,0,0,187,0,0,12,13,0,70,0,0,0
"Peru","AMAZONAS","CHILIQUIN","PE010105","municipality",2005,0,1,54,0,0,180,0,0,2,1,0,57,0,0,0
"Peru","AMAZONAS","CHILIQUIN","PE010105","municipality",2006,0,0,66,0,0,209,0,0,4,4,0,113,1,0,0
"Peru","AMAZONAS","CHILIQUIN","PE010105","municipality",2007,0,0,82,0,0,113,0,0,3,0,0,88,0,0,0
"Peru","AMAZONAS","CHILIQUIN","PE010105","municipality",2008,0,0,132,0,0,193,0,0,2,2,0,133,0,0,0
"Peru","AMAZONAS","CHILIQUIN","PE010105","municipality",2009,0,0,65,0,0,171,0,0,0,1,0,62,0,0,0
"Peru","AMAZONAS","CHILIQUIN","PE010105","municipality",2010,0,0,5,0,0,45,0,0,4,0,0,0,0,0,0
"Peru","AMAZONAS","CHILIQUIN","PE010105","municipality",2011,0,1,32,0,0,80,0,0,3,5,0,42,0,0,0
"Peru","AMAZONAS","CHILIQUIN","PE010105","municipality",2012,0,0,59,0,0,48,0,0,5,1,0,52,0,0,0
"Peru","AMAZONAS","CHILIQUIN","PE010105","municipality",2013,0,0,17,0,0,137,0,0,1,5,0,38,0,0,0
"Peru","AMAZONAS","CHILIQUIN","PE010105","municipality",2014,0,0,10,0,0,97,0,0,3,1,0,10,1,0,0
"Peru","AMAZONAS","CHILIQUIN","PE010105","municipality",2015,0,0,2,0,1,41,0,0,3,0,0,19,0,0,0
"Peru","AMAZONAS","CHILIQUIN","PE010105","municipality",2016,0,0,3,0,0,6,0,0,0,0,0,4,0,0,0
"Peru","AMAZONAS","CHILIQUIN","PE010105","municipality",2017,0,0,0,0,0,25,0,0,3,0,0,5,0,0,0
"Peru","AMAZONAS","CHILIQUIN","PE010105","municipality",2018,0,0,5,0,0,21,0,0,1,1,0,7,0,0,0
"Peru","AMAZONAS","CHILIQUIN","PE010105","municipality",2019,0,0,14,0,0,28,0,2,2,2,0,3,0,0,0
"Peru","AMAZONAS","CHIRIMOTO","PE010602","municipality",2000,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"Peru","AMAZONAS","CHIRIMOTO","PE010602","municipality",2001,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Peru","AMAZONAS","CHIRIMOTO","PE010602","municipality",2002,0,0,100,0,0,76,0,1,3,14,0,98,0,0,0
"Peru","AMAZONAS","CHIRIMOTO","PE010602","municipality",2003,0,0,127,0,0,165,0,0,1,5,0,79,0,0,0
"Peru","AMAZONAS","CHIRIMOTO","PE010602","municipality",2004,0,4,157,0,0,193,0,4,1,8,0,127,1,0,0
"Peru","AMAZONAS","CHIRIMOTO","PE010602","municipality",2005,0,8,212,0,0,182,0,1,2,19,0,241,19,0,0
"Peru","AMAZONAS","CHIRIMOTO","PE010602","municipality",2006,0,1,179,0,1,102,0,3,4,4,0,204,0,0,0
"Peru","AMAZONAS","CHIRIMOTO","PE010602","municipality",2007,0,0,12,0,0,67,0,0,7,2,0,59,2,0,0
"Peru","AMAZONAS","CHIRIMOTO","PE010602","municipality",2008,0,0,92,0,0,59,0,0,0,2,0,123,0,0,0
"Peru","AMAZONAS","CHIRIMOTO","PE010602","municipality",2009,0,0,102,0,0,112,0,1,4,5,0,203,1,0,0
"Peru","AMAZONAS","CHIRIMOTO","PE010602","municipality",2010,0,0,55,0,0,93,0,2,10,3,0,157,0,0,0
"Peru","AMAZONAS","CHIRIMOTO","PE010602","municipality",2011,0,0,45,0,0,126,0,0,10,2,0,94,0,0,0
"Peru","AMAZONAS","CHIRIMOTO","PE010602","municipality",2012,0,0,24,0,2,98,0,0,5,1,0,140,0,0,0
"Peru","AMAZONAS","CHIRIMOTO","PE010602","municipality",2013,0,2,61,0,0,99,0,0,2,3,0,55,0,0,0
"Peru","AMAZONAS","CHIRIMOTO","PE010602","municipality",2014,0,13,82,0,2,344,0,0,2,4,0,195,0,0,1
"Peru","AMAZONAS","CHIRIMOTO","PE010602","municipality",2015,0,2,21,0,1,398,0,0,0,2,0,211,0,0,0
"Peru","AMAZONAS","CHIRIMOTO","PE010602","municipality",2016,0,0,19,0,2,451,0,0,1,20,0,137,1,0,0
"Peru","AMAZONAS","CHIRIMOTO","PE010602","municipality",2017,0,1,17,0,1,369,0,0,5,2,0,164,0,0,0
"Peru","AMAZONAS","CHIRIMOTO","PE010602","municipality",2018,0,2,24,0,1,391,0,0,2,1,0,115,0,0,0
"Peru","AMAZONAS","CHIRIMOTO","PE010602","municipality",2019,0,1,12,0,1,420,0,0,5,10,0,257,0,0,0
